ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3718,B,Ship,3,excellent,274,3,low,F,3,5156,no
3719,C,Ship,3,excellent,193,3,high,F,10,5991,yes
3720,F,Ship,3,worst,252,4,high,M,4,4303,no
3721,D,Ship,4,excellent,224,2,low,M,6,4994,no
3722,F,Ship,5,bad,230,4,low,F,4,4782,yes
3723,A,Ship,4,bad,174,3,medium,F,10,4318,no
3724,B,Ship,3,bad,226,3,medium,M,3,4940,yes
3725,C,Ship,5,worst,245,3,medium,M,9,5690,no
3726,F,Ship,5,worst,206,5,medium,M,2,5766,no
3727,D,Ship,3,excellent,241,3,low,M,2,4976,yes
3728,F,Ship,3,good,148,4,high,F,1,4249,no
3729,A,Ship,5,bad,181,3,low,M,7,5875,no
3730,B,Ship,4,ok,146,3,low,F,8,5673,yes
3731,C,Ship,3,ok,115,6,high,F,6,5636,no
3732,F,Ship,4,excellent,201,3,low,F,10,4530,yes
3733,D,Ship,5,excellent,273,4,low,M,1,5225,yes
3734,F,Ship,5,excellent,228,5,low,F,6,4506,no
3735,A,Ship,4,excellent,185,3,low,F,2,4336,yes
3736,B,Ship,6,worst,170,3,low,F,10,4858,no
3737,C,Ship,4,good,156,2,low,M,7,5017,no
3738,F,Ship,4,good,159,3,medium,M,3,5545,no
3739,D,Ship,5,good,263,2,high,F,8,4914,no
3740,F,Ship,3,excellent,159,3,medium,F,1,4314,yes
3741,A,Ship,5,bad,241,3,low,F,10,4244,yes
3742,B,Ship,5,worst,167,3,medium,M,3,4267,yes
3743,C,Ship,4,excellent,231,3,low,M,4,5089,yes
3744,F,Ship,4,bad,233,2,low,F,5,4817,no
3745,D,Ship,6,good,256,4,high,M,2,5021,no
3746,F,Ship,3,worst,205,4,high,F,3,4426,no
3747,A,Ship,2,bad,180,2,high,M,1,4407,no
3748,B,Ship,2,ok,187,2,medium,F,10,5957,no
3749,C,Ship,3,good,250,2,medium,M,1,4922,yes
3750,F,Ship,4,good,273,2,low,M,9,5151,no
3751,D,Ship,3,excellent,224,2,low,F,10,4445,no
3752,F,Ship,3,bad,195,2,medium,M,8,4365,no
3753,A,Ship,4,bad,148,2,low,M,9,4334,no
3754,B,Ship,3,good,181,2,medium,F,4,4629,no
3755,C,Ship,5,worst,111,4,high,F,2,5978,yes
3756,F,Ship,3,bad,181,3,medium,F,9,4163,no
3757,D,Ship,3,bad,108,4,low,F,5,4787,no
3758,F,Ship,4,excellent,188,5,low,F,1,5999,yes
3759,A,Ship,6,ok,231,4,low,F,7,4553,yes
3760,B,Ship,2,ok,230,3,low,F,4,5127,no
3761,C,Ship,4,ok,197,2,low,M,7,5449,no
3762,F,Ship,3,worst,252,3,high,F,6,5101,no
3763,D,Ship,6,good,237,5,medium,F,2,5437,yes
3764,F,Ship,4,good,182,3,medium,F,8,5453,yes
3765,A,Ship,5,good,241,3,high,M,6,4157,no
3766,B,Ship,4,good,247,2,medium,F,6,5833,yes
3767,C,Ship,5,bad,156,4,low,M,8,5014,no
3768,F,Ship,5,good,189,3,low,M,7,4741,yes
3769,D,Ship,4,worst,240,4,low,M,9,4471,yes
3770,F,Ship,3,worst,196,3,medium,M,8,4516,no
3771,A,Ship,3,excellent,157,3,low,M,7,5100,no
3772,B,Ship,2,bad,203,4,medium,M,10,5764,no
3773,C,Ship,3,excellent,156,8,medium,F,9,4733,yes
3774,F,Ship,3,ok,172,6,medium,F,5,5366,yes
3775,D,Ship,4,bad,204,2,low,F,1,4533,no
3776,F,Ship,4,bad,283,7,high,F,9,5252,yes
3777,A,Ship,4,good,257,10,medium,M,4,4710,no
3778,B,Ship,2,good,147,2,medium,M,3,5136,yes
3779,C,Ship,4,bad,229,3,low,F,6,5691,yes
3780,F,Ship,2,worst,111,2,low,F,1,4296,yes
3781,D,Ship,3,ok,231,2,high,F,8,5021,no
3782,F,Ship,4,worst,197,3,low,F,6,5032,no
3783,A,Ship,4,worst,157,2,medium,F,5,5647,no
3784,B,Ship,3,ok,201,10,high,M,10,5281,no
3785,C,Ship,4,ok,247,10,high,M,10,5644,no
3786,F,Ship,5,excellent,184,3,low,F,5,5045,no
3787,D,Ship,3,bad,144,10,high,F,3,5000,no
3788,F,Ship,3,good,245,4,low,M,9,4139,no
3789,A,Ship,3,ok,163,3,low,M,5,5638,no
3790,B,Ship,3,worst,154,10,medium,F,3,4524,no
3791,C,Ship,4,bad,245,2,low,M,8,5871,yes
3792,F,Ship,3,ok,268,10,medium,M,2,5626,yes
3793,D,Ship,4,worst,180,3,low,F,1,5677,no
3794,F,Ship,2,bad,230,3,low,F,7,4889,no
3795,A,Ship,4,worst,197,2,low,F,2,5685,no
3796,B,Ship,3,excellent,252,3,high,F,4,4248,no
3797,C,Ship,6,good,237,5,medium,F,10,5434,no
3798,F,Ship,4,bad,182,3,medium,M,7,4710,yes
3799,D,Ship,5,worst,241,3,high,M,8,5306,yes
3800,F,Ship,4,ok,247,2,medium,F,3,4862,yes
3801,A,Ship,5,good,156,4,low,M,1,5533,yes
3802,B,Ship,5,bad,189,3,low,F,1,5965,no
3803,C,Ship,4,worst,240,4,low,F,7,5905,yes
3804,F,Ship,3,good,196,3,medium,M,8,5204,no
3805,D,Ship,3,ok,157,3,low,M,9,5807,yes
3806,F,Ship,2,worst,203,4,medium,F,4,4145,no
3807,A,Ship,3,bad,156,8,medium,M,6,5637,yes
3808,B,Ship,3,good,172,6,medium,F,1,4618,no
3809,C,Ship,4,worst,204,2,low,M,7,5795,no
3810,F,Road,4,ok,283,7,high,F,1,4216,yes
3811,D,Road,4,ok,257,10,medium,F,3,5881,yes
3812,F,Road,2,excellent,147,2,medium,F,8,5499,no
3813,A,Road,4,ok,229,3,low,M,5,5225,yes
3814,B,Road,2,excellent,111,2,low,M,4,4473,yes
3815,C,Road,3,good,231,2,high,F,6,4452,no
3816,F,Road,4,bad,197,3,low,M,2,4113,yes
3817,D,Road,4,good,157,2,medium,M,8,5398,no
3818,F,Road,3,good,201,10,high,F,7,4699,no
3819,A,Road,4,ok,247,10,high,M,10,5882,no
3820,B,Road,5,excellent,184,3,low,F,2,5800,no
3821,C,Road,3,good,144,10,high,M,8,4440,no
3822,F,Road,3,good,245,4,low,M,4,5186,yes
3823,D,Road,3,excellent,163,3,low,M,5,4570,no
3824,F,Road,3,ok,154,10,medium,F,1,5235,yes
3825,A,Road,4,bad,245,2,low,M,1,5978,no
3826,B,Road,3,bad,268,10,medium,M,9,4483,no
3827,C,Road,4,ok,180,3,low,M,7,5718,no
3828,F,Road,3,ok,182,4,low,M,10,1690,yes
3829,D,Road,4,bad,164,2,low,F,7,1116,no
3830,F,Road,6,good,136,3,low,M,2,1187,no
3831,A,Road,6,bad,290,5,medium,M,8,1512,yes
3832,B,Flight,6,worst,134,3,medium,M,10,1278,yes
3833,C,Flight,4,worst,215,3,low,F,2,5563,yes
3834,F,Flight,4,good,213,4,low,M,2,5857,yes
3835,D,Flight,5,bad,132,3,medium,F,4,4475,yes
3836,F,Flight,3,excellent,220,4,low,M,2,4313,no
3837,A,Flight,3,good,215,2,low,F,8,5683,no
3838,B,Flight,6,excellent,212,2,low,F,5,4804,yes
3839,C,Flight,4,worst,190,4,medium,F,5,5570,yes
3840,F,Flight,5,bad,171,3,low,M,3,4749,yes
3841,D,Flight,4,bad,153,2,medium,F,4,4069,yes
3842,F,Flight,3,worst,164,3,medium,M,2,5488,no
3843,A,Flight,5,good,172,2,low,M,5,4554,yes
3844,B,Flight,3,worst,199,6,medium,F,7,4805,no
3845,C,Flight,3,bad,163,3,medium,M,6,4323,no
3846,F,Flight,5,bad,263,3,low,M,9,4699,yes
3847,D,Flight,3,good,156,3,medium,M,7,4636,no
3848,F,Flight,4,ok,206,4,low,M,1,4596,yes
3849,A,Flight,3,good,224,2,low,M,8,4162,no
3850,B,Flight,3,ok,221,2,medium,F,5,4205,yes
3851,C,Flight,4,ok,221,4,low,F,1,4865,no
3852,F,Flight,2,ok,263,3,medium,F,10,4779,no
3853,D,Flight,6,good,148,4,low,F,10,5088,no
3854,F,Ship,3,ok,232,3,low,F,9,5016,yes
3855,A,Ship,3,worst,139,3,medium,F,3,5847,yes
3856,B,Ship,3,ok,185,4,low,F,6,4015,no
3857,C,Ship,3,bad,183,3,medium,M,9,4282,no
3858,F,Ship,5,worst,245,2,medium,F,2,4882,yes
3859,D,Ship,3,ok,159,4,medium,M,9,4214,no
3860,F,Ship,5,bad,249,3,medium,M,6,5212,no
3861,A,Ship,4,excellent,233,2,medium,M,10,5865,yes
3862,B,Ship,4,excellent,226,2,high,M,2,5881,yes
3863,C,Ship,5,worst,152,3,medium,F,6,4735,no
3864,F,Ship,2,good,143,6,medium,F,1,5514,no
3865,D,Ship,6,bad,218,6,medium,M,1,4558,yes
3866,F,Ship,3,good,209,3,medium,M,2,4976,no
3867,A,Ship,2,bad,157,2,medium,M,9,5875,no
3868,B,Ship,4,ok,218,2,medium,M,6,4414,yes
3869,C,Ship,4,ok,235,3,high,F,10,4172,no
3870,F,Ship,5,excellent,253,2,medium,F,2,4364,no
3871,D,Ship,3,bad,211,3,high,M,7,4145,yes
3872,F,Ship,4,bad,265,4,medium,M,3,4283,yes
3873,A,Ship,4,bad,201,3,medium,M,7,5967,yes
3874,B,Ship,4,excellent,216,3,medium,M,1,5167,yes
3875,C,Ship,2,excellent,176,3,low,F,4,5463,no
3876,F,Ship,4,excellent,155,3,medium,M,8,4924,no
3877,D,Ship,4,good,266,2,low,F,2,4290,no
3878,F,Ship,4,ok,250,6,medium,M,7,5115,yes
3879,A,Ship,5,bad,205,4,low,M,6,5486,no
3880,B,Ship,5,bad,175,3,low,M,1,4019,no
3881,C,Ship,3,bad,260,4,high,F,3,4423,no
3882,F,Ship,3,bad,157,3,high,F,1,5398,no
3883,D,Ship,5,ok,282,3,medium,M,5,4644,yes
3884,F,Ship,3,good,238,3,medium,F,8,5337,yes
3885,A,Ship,3,good,187,2,medium,M,4,5139,yes
3886,B,Ship,3,ok,104,5,low,F,5,4643,no
3887,C,Ship,5,good,230,3,low,M,1,4727,no
3888,F,Ship,4,ok,174,2,low,M,10,5554,no
3889,D,Ship,5,ok,237,2,medium,M,3,5113,no
3890,F,Ship,3,worst,202,2,medium,F,7,4506,yes
3891,A,Ship,3,worst,204,3,medium,M,4,5900,yes
3892,B,Ship,3,good,243,2,high,M,7,4024,no
3893,C,Ship,4,worst,165,2,medium,F,5,5014,yes
3894,F,Ship,2,good,169,4,low,F,3,4968,yes
3895,D,Ship,2,ok,197,3,low,F,7,4632,no
3896,F,Ship,5,excellent,263,2,medium,M,8,4350,no
3897,A,Ship,4,worst,247,2,low,M,3,4113,no
3898,B,Ship,4,good,207,3,low,M,9,4314,no
3899,C,Ship,4,good,155,2,medium,F,9,4932,yes
3900,F,Ship,4,excellent,174,2,low,M,10,5764,no
3901,D,Ship,3,bad,220,3,medium,M,8,4148,no
3902,F,Ship,5,excellent,192,3,medium,M,5,4942,yes
3903,A,Ship,5,ok,231,3,medium,F,2,4735,no
3904,B,Ship,4,worst,237,3,low,F,10,5381,no
3905,C,Ship,4,worst,187,3,medium,M,8,5872,no
3906,F,Ship,5,good,141,4,high,F,5,5444,yes
3907,D,Ship,4,good,272,5,low,F,3,5243,no
3908,F,Ship,3,worst,229,3,low,M,5,4971,yes
3909,A,Ship,4,bad,173,2,medium,M,9,4307,no
3910,B,Ship,2,worst,271,2,low,M,7,5875,no
3911,C,Ship,4,excellent,246,3,medium,F,7,4956,no
3912,F,Ship,4,ok,104,4,medium,M,3,4548,no
3913,D,Ship,4,good,121,5,low,F,8,4233,yes
3914,F,Ship,3,ok,212,3,medium,F,10,5935,no
3915,A,Ship,3,worst,139,5,medium,F,5,4572,no
3916,B,Ship,3,good,250,3,low,M,10,5688,no
3917,C,Ship,4,good,272,2,low,M,10,4826,yes
3918,F,Ship,6,worst,160,5,medium,M,8,5982,no
3919,D,Ship,5,worst,170,4,low,F,4,4855,yes
3920,F,Ship,4,worst,260,2,low,F,1,5001,yes
3921,A,Ship,2,worst,168,3,low,F,7,4008,no
3922,B,Ship,4,bad,261,2,medium,M,7,5764,no
3923,C,Ship,5,good,117,3,medium,F,4,5332,no
3924,F,Ship,4,bad,151,4,medium,F,5,5469,no
3925,D,Ship,5,worst,181,2,medium,F,4,5578,yes
3926,F,Ship,6,worst,251,4,low,M,2,5656,no
3927,A,Ship,2,ok,178,3,medium,F,8,4451,yes
3928,B,Ship,3,worst,227,3,low,M,10,4305,yes
3929,C,Ship,4,ok,206,4,medium,M,1,4812,yes
3930,F,Ship,4,good,181,4,low,M,4,5767,no
3931,D,Ship,4,excellent,117,5,medium,F,1,4378,no
3932,F,Ship,2,good,187,6,medium,F,9,4388,no
3933,A,Ship,5,ok,219,4,medium,M,5,4096,no
3934,B,Ship,6,ok,280,3,low,M,7,4620,yes
3935,C,Ship,6,excellent,178,3,low,F,5,4096,no
3936,F,Ship,3,worst,139,2,medium,M,3,4226,no
3937,D,Ship,3,excellent,137,2,low,F,6,5709,yes
3938,F,Ship,5,ok,248,2,low,F,6,5863,yes
3939,A,Ship,3,excellent,259,3,low,F,10,5978,no
3940,B,Ship,4,excellent,139,3,medium,M,5,5126,no
3941,C,Ship,3,excellent,267,2,medium,M,4,4703,no
3942,F,Ship,3,excellent,271,4,medium,M,1,5852,yes
3943,D,Ship,5,worst,181,4,medium,F,4,5505,no
3944,F,Ship,4,excellent,222,2,medium,M,2,4425,no
3945,A,Ship,3,excellent,159,2,medium,M,6,5804,no
3946,B,Ship,3,good,238,2,medium,M,3,4930,no
3947,C,Road,5,ok,256,6,medium,F,5,5614,yes
3948,F,Road,4,bad,202,3,low,M,9,4955,no
3949,D,Road,4,worst,258,3,medium,M,2,4188,no
3950,F,Road,4,excellent,174,3,medium,F,8,5576,no
3951,A,Road,4,ok,270,2,low,M,7,5814,no
3952,B,Road,4,worst,215,3,low,M,9,4551,no
3953,C,Road,3,worst,254,4,medium,M,9,4571,no
3954,F,Road,6,good,253,2,low,F,9,5972,no
3955,D,Road,3,bad,269,4,medium,M,1,5797,no
3956,F,Road,4,worst,224,5,low,F,7,5738,no
3957,A,Road,3,worst,157,3,medium,M,1,4391,no
3958,B,Road,3,ok,250,3,low,F,5,4625,no
3959,C,Road,6,worst,132,4,medium,M,5,5235,yes
3960,F,Road,5,bad,256,3,medium,M,6,5604,yes
3961,D,Road,4,bad,237,3,low,M,1,5114,no
3962,F,Road,5,worst,199,2,medium,M,7,4660,yes
3963,A,Road,3,good,186,3,medium,M,7,4536,no
3964,B,Road,4,excellent,213,3,medium,F,7,4114,no
3965,C,Road,3,worst,260,2,medium,F,6,4332,no
3966,F,Road,6,worst,247,3,low,M,1,4637,yes
3967,D,Road,4,ok,178,2,medium,F,9,4322,yes
3968,F,Road,3,worst,135,2,low,M,7,5682,no
3969,A,Flight,3,ok,234,3,medium,F,3,4187,yes
3970,B,Flight,4,excellent,214,3,high,F,1,4004,no
3971,C,Flight,4,worst,174,3,low,F,8,5549,no
3972,F,Flight,5,excellent,262,2,medium,M,8,4283,no
3973,D,Flight,4,worst,180,3,high,F,5,4346,no
3974,F,Flight,5,bad,165,2,medium,F,6,4819,yes
3975,A,Flight,4,worst,150,3,low,F,10,4470,no
3976,B,Flight,5,good,227,2,low,F,9,5706,yes
3977,C,Flight,5,worst,220,3,medium,M,8,5727,yes
3978,F,Flight,5,excellent,255,2,medium,M,1,4604,yes
3979,D,Flight,3,bad,202,2,medium,M,5,5135,yes
3980,F,Flight,4,good,261,3,medium,M,2,4140,no
3981,A,Flight,5,ok,244,2,low,M,5,4713,no
3982,B,Flight,4,bad,173,3,medium,F,1,5128,no
3983,C,Flight,3,bad,224,3,medium,M,1,5343,yes
3984,F,Flight,4,good,263,2,medium,M,2,5797,yes
3985,D,Flight,5,worst,160,5,low,F,1,4672,no
3986,F,Flight,6,bad,106,5,low,M,9,4038,yes
3987,A,Flight,3,bad,227,2,medium,M,9,4659,no
3988,B,Flight,3,excellent,257,2,low,M,2,5251,yes
3989,C,Flight,3,worst,155,3,medium,F,6,5113,yes
3990,F,Flight,3,good,212,3,low,F,8,5214,no
3991,D,Ship,6,ok,205,3,low,M,10,4996,no
3992,F,Ship,3,good,211,3,low,F,6,5890,no
3993,A,Ship,5,good,178,5,low,F,9,4729,yes
3994,B,Ship,3,ok,221,3,high,M,5,4568,yes
3995,C,Ship,3,ok,253,4,low,F,9,4682,yes
3996,F,Ship,3,worst,185,2,medium,M,8,5430,yes
3997,D,Ship,3,ok,160,2,high,M,6,5667,no
3998,F,Ship,3,good,173,2,low,M,5,4402,no
3999,A,Ship,3,ok,256,3,medium,M,8,4070,no
4000,B,Ship,3,good,134,3,high,F,6,5680,no
4001,C,Ship,4,excellent,160,6,low,F,4,4684,yes
4002,F,Ship,2,ok,205,3,low,M,1,5137,no
4003,D,Ship,4,worst,202,3,low,M,4,4029,no
4004,F,Ship,2,bad,158,3,medium,F,2,4153,no
4005,A,Ship,4,ok,233,3,medium,M,4,5259,no
4006,B,Ship,3,ok,163,2,high,F,10,5364,yes
4007,C,Ship,4,good,202,4,medium,M,4,4053,no
4008,F,Ship,5,bad,229,3,low,M,1,5189,yes
4009,D,Ship,5,good,120,4,high,M,1,4183,no
4010,F,Ship,5,worst,185,2,medium,F,10,5973,yes
4011,A,Ship,2,excellent,154,3,medium,F,1,4377,no
4012,B,Ship,2,good,238,3,medium,M,4,5782,yes
4013,C,Ship,4,bad,179,3,low,M,3,5284,no
4014,F,Ship,4,excellent,237,2,medium,F,10,4963,no
4015,D,Ship,4,worst,234,3,low,F,8,4996,no
4016,F,Ship,2,excellent,116,3,low,F,1,4091,yes
4017,A,Ship,4,excellent,157,4,low,F,8,4344,yes
4018,B,Ship,4,bad,151,3,medium,M,8,4390,yes
4019,C,Ship,3,excellent,160,3,medium,F,1,5062,no
4020,F,Ship,3,excellent,226,3,low,M,8,5203,yes
4021,D,Ship,2,excellent,254,3,low,M,6,5684,no
4022,F,Ship,3,excellent,194,3,low,M,8,5726,yes
4023,A,Ship,5,excellent,194,4,medium,F,4,4003,no
4024,B,Ship,3,good,175,3,low,M,6,5503,no
4025,C,Ship,4,worst,228,2,medium,F,9,4091,no
4026,F,Ship,3,ok,240,3,low,F,4,5056,yes
4027,D,Ship,2,worst,166,3,medium,F,8,4255,yes
4028,F,Ship,4,excellent,249,2,medium,F,10,4562,no
4029,A,Ship,4,worst,261,3,medium,M,7,4314,yes
4030,B,Ship,4,worst,209,2,low,F,10,5066,no
4031,C,Ship,3,bad,154,2,medium,M,4,5864,no
4032,F,Ship,6,excellent,98,3,low,F,8,5946,no
4033,D,Ship,3,excellent,193,3,medium,M,2,4784,no
4034,F,Ship,3,excellent,169,3,low,F,6,5397,no
4035,A,Ship,5,good,227,2,medium,M,3,5904,no
4036,B,Ship,3,ok,150,2,medium,M,6,4170,yes
4037,C,Ship,5,good,260,6,medium,M,8,5440,yes
4038,F,Ship,5,excellent,243,6,medium,F,9,4587,no
4039,D,Ship,2,good,271,8,medium,F,10,4183,no
4040,F,Ship,4,ok,129,6,medium,F,5,5626,no
4041,A,Ship,3,bad,228,3,medium,F,4,4208,no
4042,B,Ship,5,excellent,243,2,low,M,9,4669,yes
4043,C,Ship,2,ok,187,3,medium,F,6,5547,no
4044,F,Ship,3,ok,185,3,medium,F,10,4387,no
4045,D,Ship,2,worst,228,3,high,F,1,5500,yes
4046,F,Ship,5,worst,248,8,low,F,2,4023,yes
4047,A,Ship,4,excellent,233,4,low,F,6,4652,no
4048,B,Ship,4,ok,151,3,medium,F,8,4025,yes
4049,C,Ship,5,bad,160,3,high,M,3,4599,no
4050,F,Ship,3,excellent,265,3,medium,M,4,4268,yes
4051,D,Ship,3,ok,229,7,high,F,4,5075,yes
4052,F,Ship,6,ok,144,7,high,F,8,5646,yes
4053,A,Ship,3,excellent,172,10,high,F,1,4929,yes
4054,B,Ship,3,excellent,273,10,medium,F,5,4608,no
4055,C,Ship,3,ok,182,4,low,M,7,1869,yes
4056,F,Ship,4,ok,164,2,low,F,3,1376,no
4057,D,Ship,3,worst,240,3,low,F,4,5484,yes
4058,F,Ship,2,worst,166,3,medium,M,6,4280,no
4059,A,Ship,4,bad,249,2,medium,F,7,5876,yes
4060,B,Ship,4,ok,261,3,medium,M,1,4590,no
4061,C,Ship,4,excellent,209,2,low,F,8,4047,no
4062,F,Ship,3,excellent,154,2,medium,M,6,4744,no
4063,D,Ship,6,ok,98,3,low,F,8,4651,yes
4064,F,Ship,3,excellent,193,3,medium,F,9,4982,no
4065,A,Ship,3,worst,169,3,low,F,6,4081,yes
4066,B,Ship,5,good,227,2,medium,M,10,4734,no
4067,C,Ship,3,excellent,150,2,medium,M,10,5944,no
4068,F,Ship,5,ok,260,6,medium,F,10,4986,no
4069,D,Ship,5,good,243,6,medium,F,1,4170,yes
4070,F,Ship,2,worst,271,8,medium,F,5,4924,no
4071,A,Ship,4,good,129,6,medium,F,7,4873,yes
4072,B,Ship,3,ok,228,3,medium,F,8,4927,no
4073,C,Ship,5,ok,243,2,low,F,9,4828,yes
4074,F,Ship,2,worst,187,3,medium,F,3,5922,no
4075,D,Ship,3,ok,185,3,medium,M,4,4111,yes
4076,F,Ship,2,ok,228,3,high,M,5,4663,no
4077,A,Ship,5,bad,248,8,low,F,10,4583,no
4078,B,Ship,4,excellent,233,4,low,F,6,4705,yes
4079,C,Ship,4,excellent,151,3,medium,F,10,5275,no
4080,F,Ship,5,good,160,3,high,M,2,5876,no
4081,D,Ship,3,good,265,3,medium,F,7,5113,no
4082,F,Ship,3,bad,229,7,high,M,3,5584,no
4083,A,Ship,6,bad,144,7,high,M,1,5501,no
4084,B,Road,3,good,172,10,high,M,9,4883,no
4085,C,Road,3,ok,273,10,medium,F,10,5574,yes
4086,F,Road,3,excellent,182,4,low,M,6,1272,yes
4087,D,Road,4,good,164,2,low,F,9,1949,yes
4088,F,Road,3,excellent,268,2,medium,M,5,1707,no
4089,A,Road,3,ok,218,4,medium,F,4,1678,yes
4090,B,Road,5,ok,236,2,medium,M,6,1329,yes
4091,C,Road,3,good,188,4,low,M,2,1059,yes
4092,F,Road,4,bad,277,5,medium,F,8,1335,no
4093,D,Road,6,worst,127,3,low,F,8,5976,yes
4094,F,Road,5,worst,143,3,low,M,5,5146,yes
4095,A,Road,6,worst,192,6,medium,M,7,4014,yes
4096,B,Road,4,bad,239,2,medium,F,9,4360,no
4097,C,Road,3,excellent,215,3,low,M,4,4828,yes
4098,F,Road,6,worst,139,5,medium,M,1,4243,no
4099,D,Road,3,bad,250,3,medium,F,4,5361,no
4100,F,Road,3,worst,187,3,medium,F,1,5541,no
4101,A,Road,2,worst,151,3,low,F,5,5982,yes
4102,B,Road,3,excellent,181,3,medium,M,9,4191,no
4103,C,Road,4,good,170,5,low,M,5,4823,yes
4104,F,Road,4,ok,139,3,low,F,1,4986,no
4105,D,Road,4,good,186,2,low,F,1,4519,no
4106,F,Flight,3,bad,273,3,medium,F,2,4948,no
4107,A,Flight,6,worst,274,5,low,F,8,4292,yes
4108,B,Flight,3,excellent,108,2,low,F,10,5559,yes
4109,C,Flight,3,excellent,132,3,medium,F,4,4212,no
4110,F,Flight,4,worst,223,3,medium,F,4,4972,yes
4111,D,Flight,3,bad,240,3,medium,M,2,4804,no
4112,F,Flight,3,excellent,106,2,low,F,3,5615,no
4113,A,Flight,5,good,143,5,medium,F,5,4393,yes
4114,B,Flight,5,worst,238,2,medium,M,5,5441,yes
4115,C,Flight,2,worst,156,3,medium,M,3,5937,no
4116,F,Flight,4,bad,203,3,low,F,9,5296,yes
4117,D,Flight,3,good,259,4,medium,F,5,4564,yes
4118,F,Flight,4,good,225,3,low,M,10,4486,no
4119,A,Flight,4,excellent,154,3,medium,F,9,5208,no
4120,B,Flight,5,bad,227,3,medium,M,2,4058,yes
4121,C,Flight,4,ok,208,2,medium,F,1,5826,no
4122,F,Flight,5,ok,255,3,medium,F,8,5983,no
4123,D,Flight,4,worst,218,2,low,M,7,4597,no
4124,F,Flight,3,excellent,184,3,medium,M,1,4161,no
4125,A,Flight,4,worst,233,2,low,M,7,4403,yes
4126,B,Flight,3,excellent,230,4,medium,F,2,5916,yes
4127,C,Flight,4,ok,249,3,low,M,5,5017,yes
4128,F,Ship,5,bad,176,4,low,M,2,4893,no
4129,D,Ship,4,bad,272,4,low,M,3,5566,no
4130,F,Ship,4,good,192,2,low,M,7,4151,no
4131,A,Ship,6,ok,100,4,low,M,3,5756,no
4132,B,Ship,2,worst,271,6,low,F,2,4237,yes
4133,C,Ship,4,excellent,165,3,high,M,5,4735,no
4134,F,Ship,3,good,124,4,medium,F,10,5011,no
4135,D,Ship,4,worst,193,4,low,F,4,4796,no
4136,F,Ship,3,bad,156,3,medium,M,2,4681,no
4137,A,Ship,5,ok,170,3,medium,M,10,4198,no
4138,B,Ship,2,ok,243,5,medium,M,5,4750,yes
4139,C,Ship,3,good,163,2,low,F,7,5720,no
4140,F,Ship,4,ok,201,2,low,F,4,4955,yes
4141,D,Ship,3,excellent,232,3,low,M,10,5333,no
4142,F,Ship,3,ok,214,3,medium,F,2,4964,yes
4143,A,Ship,3,worst,149,2,medium,F,7,4147,yes
4144,B,Ship,3,good,122,3,high,F,10,4880,no
4145,C,Ship,3,ok,253,4,low,M,2,5040,yes
4146,F,Ship,2,excellent,123,4,medium,M,8,4042,no
4147,D,Ship,4,ok,261,3,medium,F,2,4028,no
4148,F,Ship,5,worst,235,3,low,F,7,5061,no
4149,A,Ship,2,ok,141,4,medium,M,8,4702,no
4150,B,Ship,3,worst,241,2,low,M,8,5602,yes
4151,C,Ship,4,worst,253,2,low,F,9,4299,no
4152,F,Ship,4,good,177,2,low,F,6,5116,no
4153,D,Ship,5,good,160,3,high,M,10,5527,no
4154,F,Ship,3,good,134,3,low,F,9,4436,no
4155,A,Ship,5,bad,258,2,medium,F,4,5965,no
4156,B,Ship,5,ok,188,2,low,M,6,4840,no
4157,C,Ship,5,bad,270,3,medium,F,5,5950,yes
4158,F,Ship,3,worst,243,2,medium,M,10,5460,no
4159,D,Ship,2,good,100,4,low,M,3,5398,no
4160,F,Ship,3,ok,134,4,medium,M,7,5370,yes
4161,A,Ship,4,bad,255,3,medium,M,3,4562,yes
4162,B,Ship,3,ok,260,2,low,M,8,5382,no
4163,C,Ship,5,excellent,265,3,low,M,6,4423,yes
4164,F,Ship,2,excellent,221,3,low,M,2,5847,no
4165,D,Ship,5,good,157,4,low,M,9,4840,no
4166,F,Ship,4,ok,222,3,low,F,8,4861,no
4167,A,Ship,5,bad,179,3,low,M,7,5496,no
4168,B,Ship,3,bad,231,3,low,F,5,5046,no
4169,C,Ship,3,excellent,228,2,low,M,6,5893,no
4170,F,Ship,2,excellent,264,2,low,M,9,5898,yes
4171,D,Ship,4,ok,170,3,medium,F,2,5330,yes
4172,F,Ship,3,bad,159,2,medium,F,3,4876,no
4173,A,Ship,3,ok,166,3,high,M,6,5089,yes
4174,B,Ship,3,bad,234,2,medium,M,8,4012,yes
4175,C,Ship,6,worst,215,5,medium,F,5,4362,no
4176,F,Ship,3,bad,179,2,high,F,8,5589,no
4177,D,Ship,3,ok,180,3,medium,M,8,5953,yes
4178,F,Ship,4,excellent,149,3,low,M,9,4953,yes
4179,A,Ship,3,bad,150,3,low,M,1,5825,no
4180,B,Ship,4,worst,155,3,low,F,4,5666,no
4181,C,Ship,4,excellent,199,2,medium,M,4,4762,no
4182,F,Ship,4,excellent,169,2,low,F,10,4248,no
4183,D,Ship,6,good,276,6,low,F,8,5037,no
4184,F,Ship,4,ok,257,3,low,F,1,5843,no
